cd,class_cat,count_tot,FOL_eng,FOL_fra,in,out
4608,Technical,8,8,0,0,8
4609,Administrative Support,45,44,1,0,45
4609,Administrative and Foreign Service,129,129,0,0,129
4609,Executive Group,8,8,0,0,8
4609,Operational,24,21,3,0,24
4609,Other,8,8,0,0,8
4609,Scientific and Professional,13,12,1,0,13
4609,Technical,48,44,4,0,48
4610,Administrative Support,126,126,0,0,126
4610,Administrative and Foreign Service,207,199,8,0,207
4610,Executive Group,6,6,0,0,6
4610,Operational,28,28,0,0,28
4610,Other,6,6,0,0,6
4610,Scientific and Professional,62,62,0,0,62
4610,Technical,71,70,1,0,71
4611,Administrative Support,13732,13174,558,982,12750
4611,Administrative and Foreign Service,22580,21088,1492,2472,20108
4611,Executive Group,243,214,29,35,208
4611,Operational,2055,1965,90,62,1993
4611,Other,864,782,82,13,851
4611,Scientific and Professional,5923,5556,367,464,5459
4611,Technical,3840,3699,141,601,3239
4612,Administrative Support,308,307,1,0,308
4612,Administrative and Foreign Service,551,502,49,0,551
4612,Executive Group,11,10,1,0,11
4612,Operational,75,75,0,0,75
4612,Other,38,36,2,0,38
4612,Scientific and Professional,113,101,12,0,113
4612,Technical,108,107,1,0,108
4613,Administrative Support,662,660,2,23,639
4613,Administrative and Foreign Service,1111,1071,40,17,1094
4613,Executive Group,57,57,0,0,57
4613,Operational,165,165,0,5,160
4613,Other,94,94,0,0,94
4613,Scientific and Professional,193,189,4,0,193
4613,Technical,216,214,2,0,216
4614,Administrative Support,214,212,2,2,212
4614,Administrative and Foreign Service,462,445,17,2,460
4614,Executive Group,5,5,0,0,5
4614,Operational,72,72,0,2,70
4614,Other,8,8,0,0,8
4614,Scientific and Professional,64,64,0,1,63
4614,Technical,65,60,5,0,65
4615,Administrative Support,30,30,0,0,30
4615,Administrative and Foreign Service,123,120,3,0,123
4615,Executive Group,3,3,0,0,3
4615,Operational,63,60,3,0,63
4615,Other,85,84,1,0,85
4615,Scientific and Professional,76,76,0,0,76
4615,Technical,123,122,1,0,123
4616,Administrative Support,33,33,0,11,22
4616,Administrative and Foreign Service,20,20,0,0,20
4616,Operational,6,6,0,0,6
4616,Other,3,3,0,0,3
4616,Scientific and Professional,3,3,0,0,3
4616,Technical,10,10,0,0,10
4617,Administrative Support,19,19,0,0,19
4617,Administrative and Foreign Service,98,91,7,0,98
4617,Executive Group,1,1,0,0,1
4617,Operational,21,21,0,0,21
4617,Other,34,34,0,0,34
4617,Scientific and Professional,32,29,3,0,32
4617,Technical,71,71,0,0,71
4618,Administrative Support,82,81,1,0,82
4618,Administrative and Foreign Service,118,115,3,0,118
4618,Executive Group,2,2,0,0,2
4618,Operational,18,18,0,0,18
4618,Other,2,2,0,0,2
4618,Scientific and Professional,11,11,0,0,11
4618,Technical,29,29,0,0,29
4619,Administrative Support,8,6,2,2,6
4619,Administrative and Foreign Service,22,18,4,0,22
4619,Executive Group,2,2,0,0,2
4619,Operational,7,7,0,0,7
4619,Other,3,3,0,0,3
4619,Scientific and Professional,5,5,0,0,5
4619,Technical,3,3,0,0,3
4620,Administrative Support,18,18,0,0,18
4620,Administrative and Foreign Service,24,24,0,0,24
4620,Other,3,3,0,0,3
4620,Scientific and Professional,4,4,0,0,4
4620,Technical,8,8,0,0,8
4621,Administrative Support,15,15,0,7,8
4621,Administrative and Foreign Service,33,33,0,1,32
4621,Operational,8,8,0,0,8
4621,Other,1,1,0,0,1
4621,Scientific and Professional,11,11,0,0,11
4621,Technical,24,24,0,0,24
4622,Administrative Support,75,75,0,8,67
4622,Administrative and Foreign Service,73,71,2,6,67
4622,Executive Group,1,1,0,0,1
4622,Operational,24,24,0,0,24
4622,Other,3,3,0,0,3
4622,Scientific and Professional,45,45,0,0,45
4622,Technical,25,25,0,3,22
4623,Administrative Support,8,8,0,0,8
4623,Administrative and Foreign Service,69,49,20,0,69
4623,Operational,20,20,0,16,4
4623,Other,6,6,0,0,6
4623,Scientific and Professional,16,9,7,0,16
4623,Technical,30,26,4,0,30
4700,Administrative Support,9,9,0,0,9
4700,Administrative and Foreign Service,26,25,1,0,26
4700,Executive Group,22,22,0,0,22
4700,Operational,2,2,0,0,2
4700,Scientific and Professional,16,16,0,0,16
4700,Technical,7,7,0,0,7
4701,Administrative Support,64,64,0,4,60
4701,Administrative and Foreign Service,160,159,1,0,160
4701,Operational,32,32,0,0,32
4701,Other,4,4,0,0,4
4701,Scientific and Professional,19,19,0,0,19
4701,Technical,10,10,0,0,10
4702,Administrative Support,37,37,0,3,34
4702,Administrative and Foreign Service,141,141,0,0,141
4702,Operational,11,9,2,0,11
4702,Other,1,1,0,0,1
4702,Scientific and Professional,33,32,1,0,33
4702,Technical,13,13,0,0,13
4703,Administrative Support,18,14,4,0,18
4703,Administrative and Foreign Service,46,34,12,0,46
4703,Operational,7,7,0,0,7
4703,Scientific and Professional,6,6,0,0,6
4703,Technical,7,6,1,0,7
4704,Administrative Support,39,39,0,0,39
4704,Administrative and Foreign Service,110,110,0,2,108
4704,Operational,65,65,0,1,64
4704,Other,8,8,0,0,8
4704,Scientific and Professional,19,19,0,1,18
4704,Technical,30,30,0,0,30
4705,Administrative Support,64,64,0,0,64
4705,Administrative and Foreign Service,92,92,0,0,92
4705,Operational,15,15,0,0,15
4705,Scientific and Professional,20,20,0,0,20
4705,Technical,20,20,0,0,20
4706,Administrative Support,4421,4097,324,411,4010
4706,Administrative and Foreign Service,12735,11993,742,679,12056
4706,Executive Group,78,71,7,3,75
4706,Operational,1214,1163,51,184,1030
4706,Other,167,142,25,0,167
4706,Scientific and Professional,1533,1418,115,70,1463
4706,Technical,827,772,55,83,744
4707,Administrative Support,317,277,40,0,317
4707,Administrative and Foreign Service,467,425,42,8,459
4707,Executive Group,1,1,0,0,1
4707,Operational,68,66,2,0,68
4707,Other,12,12,0,0,12
4707,Scientific and Professional,70,64,6,0,70
4707,Technical,61,58,3,0,61
4708,Administrative Support,91,90,1,0,91
4708,Administrative and Foreign Service,103,103,0,0,103
4708,Operational,93,93,0,39,54
4708,Other,4,4,0,0,4
4708,Scientific and Professional,238,224,14,14,224
4708,Technical,200,188,12,40,160
4709,Administrative Support,67,67,0,10,57
4709,Administrative and Foreign Service,72,72,0,0,72
4709,Executive Group,1,1,0,0,1
4709,Operational,17,17,0,0,17
4709,Other,7,7,0,0,7
4709,Scientific and Professional,27,27,0,0,27
4709,Technical,21,21,0,0,21
4710,Administrative Support,39,36,3,0,39
4710,Administrative and Foreign Service,58,51,7,0,58
4710,Executive Group,1,1,0,0,1
4710,Operational,14,14,0,0,14
4710,Scientific and Professional,10,10,0,0,10
4710,Technical,16,16,0,0,16
4711,Administrative Support,3321,3211,110,257,3064
4711,Administrative and Foreign Service,5132,4930,202,379,4753
4711,Executive Group,81,79,2,2,79
4711,Operational,1103,1069,34,52,1051
4711,Other,207,200,7,4,203
4711,Scientific and Professional,3184,3096,88,96,3088
4711,Technical,1339,1307,32,65,1274
4712,Administrative Support,88,88,0,0,88
4712,Administrative and Foreign Service,104,104,0,0,104
4712,Executive Group,1,1,0,0,1
4712,Operational,28,28,0,0,28
4712,Other,19,19,0,0,19
4712,Scientific and Professional,32,31,1,0,32
4712,Technical,21,21,0,0,21
4713,Administrative Support,13,13,0,1,12
4713,Administrative and Foreign Service,30,30,0,0,30
4713,Executive Group,1,1,0,0,1
4713,Operational,9,9,0,0,9
4713,Scientific and Professional,5,5,0,0,5
4713,Technical,16,16,0,0,16
4714,Administrative Support,43,42,1,1,42
4714,Administrative and Foreign Service,46,43,3,0,46
4714,Executive Group,1,1,0,0,1
4714,Operational,45,45,0,5,40
4714,Other,6,6,0,0,6
4714,Scientific and Professional,24,23,1,0,24
4714,Technical,31,31,0,3,28
4715,Administrative Support,616,604,12,33,583
4715,Administrative and Foreign Service,1085,1053,32,54,1031
4715,Executive Group,22,22,0,0,22
4715,Operational,748,733,15,31,717
4715,Other,35,34,1,0,35
4715,Scientific and Professional,150,150,0,1,149
4715,Technical,143,140,3,2,141
4716,Administrative Support,79,78,1,2,77
4716,Administrative and Foreign Service,163,163,0,0,163
4716,Executive Group,3,3,0,0,3
4716,Operational,62,62,0,0,62
4716,Other,8,8,0,0,8
4716,Scientific and Professional,46,46,0,0,46
4716,Technical,35,35,0,0,35
4717,Administrative Support,103,103,0,7,96
4717,Administrative and Foreign Service,163,162,1,0,163
4717,Executive Group,1,1,0,0,1
4717,Operational,54,54,0,0,54
4717,Other,3,3,0,0,3
4717,Scientific and Professional,56,56,0,0,56
4717,Technical,17,17,0,0,17
4718,Administrative Support,24,24,0,6,18
4718,Administrative and Foreign Service,68,68,0,0,68
4718,Operational,10,10,0,0,10
4718,Other,2,2,0,0,2
4718,Scientific and Professional,9,9,0,0,9
4718,Technical,9,9,0,0,9
4800,Administrative Support,10,10,0,0,10
4800,Administrative and Foreign Service,77,72,5,0,77
4800,Executive Group,8,8,0,0,8
4800,Operational,19,17,2,0,19
4800,Other,5,5,0,0,5
4800,Scientific and Professional,48,48,0,0,48
4800,Technical,10,10,0,0,10
4801,Administrative Support,357,355,2,130,227
4801,Administrative and Foreign Service,693,664,29,77,616
4801,Executive Group,1,1,0,0,1
4801,Operational,462,455,7,25,437
4801,Other,41,41,0,0,41
4801,Scientific and Professional,213,192,21,34,179
4801,Technical,149,136,13,19,130
4802,Administrative Support,576,564,12,37,539
4802,Administrative and Foreign Service,961,926,35,18,943
4802,Executive Group,4,3,1,0,4
4802,Operational,306,301,5,47,259
4802,Other,140,137,3,0,140
4802,Scientific and Professional,959,931,28,45,914
4802,Technical,656,644,12,30,626
4803,Administrative Support,147,144,3,0,147
4803,Administrative and Foreign Service,152,149,3,0,152
4803,Executive Group,1,1,0,0,1
4803,Operational,88,86,2,0,88
4803,Other,34,34,0,0,34
4803,Scientific and Professional,67,66,1,0,67
4803,Technical,91,88,3,0,91
4804,Administrative Support,25,25,0,0,25
4804,Administrative and Foreign Service,41,41,0,0,41
4804,Operational,13,13,0,0,13
4804,Other,1,1,0,0,1
4804,Scientific and Professional,5,5,0,0,5
4804,Technical,12,12,0,0,12
4805,Administrative Support,337,337,0,0,337
4805,Administrative and Foreign Service,607,593,14,26,581
4805,Executive Group,7,7,0,0,7
4805,Operational,367,362,5,23,344
4805,Other,33,33,0,0,33
4805,Scientific and Professional,82,80,2,0,82
4805,Technical,92,92,0,0,92
4806,Administrative Support,13054,12216,838,217,12837
4806,Administrative and Foreign Service,21591,19744,1847,1481,20110
4806,Executive Group,489,473,16,166,323
4806,Operational,1810,1635,175,2,1808
4806,Other,3968,3774,194,1240,2728
4806,Scientific and Professional,7431,7033,398,267,7164
4806,Technical,3935,3736,199,22,3913
4807,Administrative Support,406,358,48,1,405
4807,Administrative and Foreign Service,313,258,55,0,313
4807,Executive Group,2,2,0,0,2
4807,Operational,241,228,13,49,192
4807,Other,17,17,0,0,17
4807,Scientific and Professional,47,21,26,0,47
4807,Technical,24,20,4,0,24
4808,Administrative Support,944,919,25,52,892
4808,Administrative and Foreign Service,1246,1163,83,15,1231
4808,Executive Group,12,9,3,0,12
4808,Operational,595,583,12,45,550
4808,Other,120,120,0,0,120
4808,Scientific and Professional,267,257,10,3,264
4808,Technical,451,440,11,132,319
4809,Administrative Support,66,66,0,2,64
4809,Administrative and Foreign Service,52,48,4,0,52
4809,Operational,29,29,0,0,29
4809,Other,5,5,0,0,5
4809,Scientific and Professional,16,16,0,0,16
4809,Technical,44,43,1,0,44
4810,Administrative Support,653,600,53,0,653
4810,Administrative and Foreign Service,1065,949,116,156,909
4810,Executive Group,5,2,3,0,5
4810,Operational,114,106,8,0,114
4810,Other,15,9,6,0,15
4810,Scientific and Professional,112,93,19,0,112
4810,Technical,117,109,8,0,117
4811,Administrative Support,18098,16329,1769,809,17289
4811,Administrative and Foreign Service,32489,28629,3860,3006,29483
4811,Executive Group,455,421,34,65,390
4811,Operational,3723,3487,236,53,3670
4811,Other,878,828,50,0,878
4811,Scientific and Professional,8064,7414,650,717,7347
4811,Technical,4180,3968,212,602,3578
4812,Administrative Support,1143,977,166,8,1135
4812,Administrative and Foreign Service,797,663,134,65,732
4812,Executive Group,7,7,0,0,7
4812,Operational,233,206,27,35,198
4812,Other,15,15,0,0,15
4812,Scientific and Professional,176,171,5,2,174
4812,Technical,151,139,12,4,147
4813,Administrative Support,193,189,4,16,177
4813,Administrative and Foreign Service,212,207,5,0,212
4813,Operational,45,44,1,0,45
4813,Other,3,3,0,0,3
4813,Scientific and Professional,39,38,1,0,39
4813,Technical,50,50,0,0,50
4814,Administrative Support,132,129,3,15,117
4814,Administrative and Foreign Service,115,108,7,0,115
4814,Operational,88,85,3,0,88
4814,Other,20,19,1,0,20
4814,Scientific and Professional,21,19,2,0,21
4814,Technical,14,14,0,0,14
4815,Administrative Support,347,294,53,0,347
4815,Administrative and Foreign Service,1089,930,159,0,1089
4815,Executive Group,11,10,1,0,11
4815,Operational,1278,1127,151,0,1278
4815,Other,178,175,3,0,178
4815,Scientific and Professional,219,202,17,0,219
4815,Technical,701,668,33,0,701
4816,Administrative Support,257,215,42,18,239
4816,Administrative and Foreign Service,359,297,62,0,359
4816,Executive Group,6,5,1,0,6
4816,Operational,33,32,1,0,33
4816,Other,39,38,1,0,39
4816,Scientific and Professional,169,163,6,0,169
4816,Technical,82,72,10,0,82
4817,Administrative Support,83,83,0,0,83
4817,Administrative and Foreign Service,80,80,0,0,80
4817,Operational,11,11,0,0,11
4817,Other,3,3,0,0,3
4817,Scientific and Professional,27,27,0,0,27
4817,Technical,26,26,0,0,26
4818,Administrative Support,87,79,8,17,70
4818,Administrative and Foreign Service,214,190,24,1,213
4818,Executive Group,1,1,0,0,1
4818,Operational,156,147,9,9,147
4818,Other,4,4,0,0,4
4818,Scientific and Professional,33,32,1,0,33
4818,Technical,22,22,0,0,22
4819,Administrative Support,390,365,25,22,368
4819,Administrative and Foreign Service,475,436,39,0,475
4819,Executive Group,3,3,0,0,3
4819,Operational,79,72,7,1,78
4819,Other,10,9,1,0,10
4819,Scientific and Professional,111,102,9,1,110
4819,Technical,91,84,7,7,84
5900,Administrative Support,69,62,7,0,69
5900,Administrative and Foreign Service,213,196,17,0,213
5900,Executive Group,13,13,0,0,13
5900,Operational,25,24,1,0,25
5900,Other,22,22,0,0,22
5900,Scientific and Professional,45,45,0,0,45
5900,Technical,40,40,0,0,40
5901,Administrative Support,106,94,12,0,106
5901,Administrative and Foreign Service,254,249,5,1,253
5901,Executive Group,3,3,0,0,3
5901,Operational,313,296,17,0,313
5901,Other,42,42,0,0,42
5901,Scientific and Professional,57,56,1,0,57
5901,Technical,152,147,5,0,152
5903,Administrative Support,116,114,2,0,116
5903,Administrative and Foreign Service,182,176,6,1,181
5903,Operational,52,49,3,0,52
5903,Other,66,66,0,0,66
5903,Scientific and Professional,49,37,12,0,49
5903,Technical,118,96,22,0,118
5905,Administrative Support,44,44,0,1,43
5905,Administrative and Foreign Service,83,83,0,2,81
5905,Operational,19,19,0,0,19
5905,Other,7,6,1,0,7
5905,Scientific and Professional,37,37,0,0,37
5905,Technical,34,30,4,0,34
5907,Administrative Support,487,463,24,0,487
5907,Administrative and Foreign Service,634,598,36,2,632
5907,Executive Group,6,6,0,0,6
5907,Operational,59,58,1,8,51
5907,Other,10,10,0,0,10
5907,Scientific and Professional,134,131,3,11,123
5907,Technical,155,151,4,12,143
5909,Administrative Support,2708,2667,41,82,2626
5909,Administrative and Foreign Service,4412,4320,92,342,4070
5909,Executive Group,43,42,1,2,41
5909,Operational,1415,1398,17,72,1343
5909,Other,48,47,1,0,48
5909,Scientific and Professional,527,517,10,13,514
5909,Technical,636,618,18,13,623
5915,Administrative Support,23389,22570,819,768,22621
5915,Administrative and Foreign Service,47419,45406,2013,4876,42543
5915,Executive Group,614,580,34,91,523
5915,Operational,1957,1916,41,6,1951
5915,Other,1046,1024,22,130,916
5915,Scientific and Professional,13065,12688,377,665,12400
5915,Technical,5197,5105,92,299,4898
5917,Administrative Support,6840,6495,345,541,6299
5917,Administrative and Foreign Service,9505,9000,505,478,9027
5917,Executive Group,93,83,10,2,91
5917,Operational,2623,2544,79,616,2007
5917,Other,438,435,3,0,438
5917,Scientific and Professional,2533,2361,172,129,2404
5917,Technical,2822,2708,114,292,2530
5919,Administrative Support,451,449,2,1,450
5919,Administrative and Foreign Service,733,712,21,0,733
5919,Executive Group,15,7,8,0,15
5919,Operational,282,281,1,0,282
5919,Other,23,23,0,0,23
5919,Scientific and Professional,126,122,4,0,126
5919,Technical,271,264,7,0,271
5921,Administrative Support,902,901,1,24,878
5921,Administrative and Foreign Service,1638,1605,33,81,1557
5921,Executive Group,15,15,0,0,15
5921,Operational,359,356,3,1,358
5921,Other,80,80,0,0,80
5921,Scientific and Professional,749,742,7,13,736
5921,Technical,761,752,9,3,758
5923,Administrative Support,142,133,9,0,142
5923,Administrative and Foreign Service,222,210,12,2,220
5923,Operational,193,186,7,0,193
5923,Other,6,6,0,0,6
5923,Scientific and Professional,45,37,8,0,45
5923,Technical,163,158,5,0,163
5924,Administrative Support,141,136,5,0,141
5924,Administrative and Foreign Service,304,288,16,0,304
5924,Operational,91,88,3,0,91
5924,Other,14,14,0,0,14
5924,Scientific and Professional,92,90,2,3,89
5924,Technical,144,140,4,0,144
5926,Administrative Support,532,484,48,3,529
5926,Administrative and Foreign Service,669,613,56,3,666
5926,Executive Group,5,5,0,0,5
5926,Operational,203,198,5,15,188
5926,Other,20,17,3,0,20
5926,Scientific and Professional,156,155,1,3,153
5926,Technical,294,290,4,29,265
5927,Administrative Support,35,27,8,0,35
5927,Administrative and Foreign Service,66,63,3,0,66
5927,Executive Group,1,1,0,0,1
5927,Operational,20,20,0,0,20
5927,Other,5,5,0,0,5
5927,Scientific and Professional,17,17,0,0,17
5927,Technical,50,50,0,0,50
5929,Administrative Support,32,29,3,1,31
5929,Administrative and Foreign Service,77,69,8,0,77
5929,Executive Group,3,3,0,0,3
5929,Operational,59,58,1,0,59
5929,Other,14,14,0,0,14
5929,Scientific and Professional,40,39,1,0,40
5929,Technical,33,33,0,0,33
5931,Administrative Support,61,45,16,0,61
5931,Administrative and Foreign Service,178,159,19,1,177
5931,Executive Group,2,2,0,0,2
5931,Operational,57,57,0,0,57
5931,Other,10,10,0,0,10
5931,Scientific and Professional,104,96,8,0,104
5931,Technical,133,131,2,0,133
5933,Administrative Support,543,533,10,39,504
5933,Administrative and Foreign Service,1274,1239,35,33,1241
5933,Executive Group,7,7,0,0,7
5933,Operational,90,86,4,0,90
5933,Other,65,65,0,0,65
5933,Scientific and Professional,177,174,3,1,176
5933,Technical,296,295,1,4,292
5935,Administrative Support,1213,1172,41,0,1213
5935,Administrative and Foreign Service,1552,1475,77,3,1549
5935,Executive Group,12,12,0,0,12
5935,Operational,70,69,1,0,70
5935,Other,54,53,1,0,54
5935,Scientific and Professional,308,290,18,5,303
5935,Technical,348,343,5,25,323
5937,Administrative Support,135,130,5,0,135
5937,Administrative and Foreign Service,273,261,12,0,273
5937,Executive Group,3,3,0,0,3
5937,Operational,68,68,0,0,68
5937,Other,35,35,0,0,35
5937,Scientific and Professional,79,79,0,0,79
5937,Technical,88,88,0,0,88
5939,Administrative Support,206,190,16,0,206
5939,Administrative and Foreign Service,278,230,48,0,278
5939,Executive Group,1,1,0,0,1
5939,Operational,309,263,46,0,309
5939,Other,42,41,1,0,42
5939,Scientific and Professional,78,78,0,0,78
5939,Technical,289,268,21,0,289
5941,Administrative Support,152,152,0,0,152
5941,Administrative and Foreign Service,207,204,3,2,205
5941,Operational,28,28,0,0,28
5941,Other,44,44,0,0,44
5941,Scientific and Professional,19,18,1,0,19
5941,Technical,51,48,3,0,51
5943,Administrative Support,59,59,0,9,50
5943,Administrative and Foreign Service,45,45,0,1,44
5943,Executive Group,4,4,0,0,4
5943,Operational,43,42,1,4,39
5943,Other,2,2,0,0,2
5943,Scientific and Professional,34,34,0,0,34
5943,Technical,49,45,4,0,49
5945,Administrative Support,12,12,0,4,8
5945,Administrative and Foreign Service,14,14,0,0,14
5945,Operational,21,21,0,0,21
5945,Scientific and Professional,7,7,0,0,7
5945,Technical,48,48,0,0,48
5947,Administrative Support,91,90,1,9,82
5947,Administrative and Foreign Service,247,246,1,6,241
5947,Executive Group,8,8,0,0,8
5947,Operational,89,87,2,2,87
5947,Other,3,3,0,0,3
5947,Scientific and Professional,51,50,1,0,51
5947,Technical,286,285,1,38,248
5949,Administrative Support,67,64,3,1,66
5949,Administrative and Foreign Service,103,100,3,0,103
5949,Executive Group,1,1,0,0,1
5949,Operational,32,32,0,0,32
5949,Other,4,4,0,0,4
5949,Scientific and Professional,54,54,0,0,54
5949,Technical,85,85,0,0,85
5951,Administrative Support,70,70,0,9,61
5951,Administrative and Foreign Service,79,77,2,0,79
5951,Operational,22,22,0,0,22
5951,Other,7,7,0,0,7
5951,Scientific and Professional,38,38,0,0,38
5951,Technical,66,61,5,0,66
5953,Administrative Support,843,832,11,29,814
5953,Administrative and Foreign Service,792,777,15,21,771
5953,Executive Group,4,4,0,0,4
5953,Operational,63,62,1,0,63
5953,Other,39,39,0,0,39
5953,Scientific and Professional,179,177,2,0,179
5953,Technical,273,271,2,12,261
5955,Administrative Support,110,102,8,24,86
5955,Administrative and Foreign Service,113,108,5,0,113
5955,Operational,24,23,1,0,24
5955,Other,5,5,0,0,5
5955,Scientific and Professional,48,48,0,0,48
5955,Technical,39,39,0,0,39
5957,Administrative and Foreign Service,1,1,0,0,1
5959,Administrative Support,65,63,2,10,55
5959,Administrative and Foreign Service,42,41,1,0,42
5959,Operational,2,2,0,0,2
5959,Scientific and Professional,12,12,0,0,12
5959,Technical,7,7,0,0,7
6000,Administrative Support,7,7,0,0,7
6000,Administrative and Foreign Service,18,18,0,0,18
6000,Executive Group,1,1,0,0,1
6000,Operational,1,1,0,0,1
6000,Technical,6,6,0,0,6
6001,Administrative Support,396,364,32,91,305
6001,Administrative and Foreign Service,1044,915,129,79,965
6001,Executive Group,24,13,11,0,24
6001,Operational,140,102,38,0,140
6001,Other,11,9,2,0,11
6001,Scientific and Professional,262,237,25,53,209
6001,Technical,298,259,39,17,281
6100,Administrative and Foreign Service,6,1,5,0,6
6100,Other,1,0,1,0,1
6100,Scientific and Professional,6,3,3,0,6
6100,Technical,1,0,1,0,1
6101,Administrative Support,42,42,0,0,42
6101,Administrative and Foreign Service,132,129,3,5,127
6101,Executive Group,4,3,1,0,4
6101,Operational,5,5,0,0,5
6101,Other,10,10,0,0,10
6101,Scientific and Professional,33,33,0,0,33
6101,Technical,39,39,0,0,39
6102,Administrative Support,7,3,4,0,7
6102,Administrative and Foreign Service,21,18,3,0,21
6102,Executive Group,22,22,0,0,22
6102,Other,2,2,0,0,2
6102,Scientific and Professional,16,16,0,0,16
6102,Technical,16,13,3,0,16
6103,Administrative Support,8,8,0,0,8
6103,Administrative and Foreign Service,4,4,0,0,4
6103,Scientific and Professional,7,6,1,0,7
6103,Technical,1,1,0,0,1
6104,Administrative Support,8,8,0,0,8
6104,Administrative and Foreign Service,59,57,2,0,59
6104,Operational,10,10,0,0,10
6104,Other,1,1,0,0,1
6104,Scientific and Professional,27,26,1,0,27
6104,Technical,19,19,0,0,19
6105,Administrative Support,32,14,18,0,32
6105,Administrative and Foreign Service,88,63,25,2,86
6105,Executive Group,2,2,0,0,2
6105,Operational,33,32,1,9,24
6105,Other,13,11,2,0,13
6105,Scientific and Professional,17,16,1,0,17
6105,Technical,45,40,5,0,45
6106,Administrative Support,688,628,60,28,660
6106,Administrative and Foreign Service,1539,1342,197,163,1376
6106,Executive Group,55,39,16,0,55
6106,Operational,34,34,0,0,34
6106,Other,43,42,1,0,43
6106,Scientific and Professional,402,358,44,19,383
6106,Technical,174,165,9,14,160
6204,Administrative Support,247,224,23,0,247
6204,Administrative and Foreign Service,998,925,73,132,866
6204,Executive Group,72,56,16,8,64
6204,Operational,18,16,2,0,18
6204,Other,13,13,0,0,13
6204,Scientific and Professional,327,292,35,27,300
6204,Technical,138,120,18,20,118
6205,Administrative Support,13,13,0,0,13
6205,Administrative and Foreign Service,65,60,5,0,65
6205,Executive Group,7,7,0,0,7
6205,Operational,4,4,0,0,4
6205,Other,3,3,0,0,3
6205,Scientific and Professional,5,5,0,0,5
6205,Technical,13,13,0,0,13
6208,Administrative Support,12,12,0,0,12
6208,Administrative and Foreign Service,33,32,1,0,33
6208,Executive Group,23,23,0,0,23
6208,Other,4,4,0,0,4
6208,Scientific and Professional,14,14,0,0,14
6208,Technical,8,8,0,0,8
