cd,var,obs
3558,commute_more_60_min,2300
3559,total_pop_15+,16245
3559,labour_force,9700
3559,emp,8820
3559,unemp,885
3559,not_labour_force,6540
3559,part_rate,0.597
3559,emp_rate,0.543
3559,unemp_rate,0.091
3559,noc_not_applicable,170
3559,noc_managers,885
3559,noc_1,1205
3559,noc_2,345
3559,noc_3,735
3559,noc_4,1510
3559,noc_5,165
3559,noc_6,2110
3559,noc_7,1785
3559,noc_8,465
3559,noc_9,335
3559,commute_less_15_min,4785
3559,commute_15_29_min,1660
3559,commute_30_44_min,835
3559,commute_45_59_min,330
3559,commute_more_60_min,570
3560,total_pop_15+,50235
3560,labour_force,30480
3560,emp,26935
3560,unemp,3545
3560,not_labour_force,19755
3560,part_rate,0.607
3560,emp_rate,0.536
3560,unemp_rate,0.116
3560,noc_not_applicable,1235
3560,noc_managers,2675
3560,noc_1,3630
3560,noc_2,1060
3560,noc_3,1960
3560,noc_4,5405
3560,noc_5,405
3560,noc_6,6730
3560,noc_7,5330
3560,noc_8,1225
3560,noc_9,815
3560,commute_less_15_min,17475
3560,commute_15_29_min,5805
3560,commute_30_44_min,1255
3560,commute_45_59_min,380
3560,commute_more_60_min,925
4601,total_pop_15+,15240
4601,labour_force,8290
4601,emp,7615
4601,unemp,680
4601,not_labour_force,6945
4601,part_rate,0.544
4601,emp_rate,0.5
4601,unemp_rate,0.082
4601,noc_not_applicable,105
4601,noc_managers,1075
4601,noc_1,915
4601,noc_2,305
4601,noc_3,510
4601,noc_4,990
4601,noc_5,130
4601,noc_6,1640
4601,noc_7,1815
4601,noc_8,520
4601,noc_9,280
4601,commute_less_15_min,2200
4601,commute_15_29_min,1735
4601,commute_30_44_min,1085
4601,commute_45_59_min,595
4601,commute_more_60_min,1000
4602,total_pop_15+,55645
4602,labour_force,39525
4602,emp,37535
4602,unemp,1990
4602,not_labour_force,16115
4602,part_rate,0.71
4602,emp_rate,0.675
4602,unemp_rate,0.05
4602,noc_not_applicable,410
4602,noc_managers,4795
4602,noc_1,5385
4602,noc_2,1430
4602,noc_3,2225
4602,noc_4,4340
4602,noc_5,615
4602,noc_6,7215
4602,noc_7,9115
4602,noc_8,2075
4602,noc_9,1915
4602,commute_less_15_min,11710
4602,commute_15_29_min,8985
4602,commute_30_44_min,6635
4602,commute_45_59_min,3665
4602,commute_more_60_min,3120
4603,total_pop_15+,39890
4603,labour_force,27340
4603,emp,25920
4603,unemp,1430
4603,not_labour_force,12545
4603,part_rate,0.685
4603,emp_rate,0.65
4603,unemp_rate,0.052
4603,noc_not_applicable,295
4603,noc_managers,3445
4603,noc_1,2985
4603,noc_2,740
4603,noc_3,1785
4603,noc_4,2660
4603,noc_5,430
4603,noc_6,5210
4603,noc_7,5755
4603,noc_8,1435
4603,noc_9,2605
4603,commute_less_15_min,13985
4603,commute_15_29_min,5750
4603,commute_30_44_min,1525
4603,commute_45_59_min,660
4603,commute_more_60_min,870
4604,total_pop_15+,7125
4604,labour_force,4730
4604,emp,4510
4604,unemp,220
4604,not_labour_force,2400
4604,part_rate,0.664
4604,emp_rate,0.633
4604,unemp_rate,0.047
4604,noc_not_applicable,30
4604,noc_managers,1210
4604,noc_1,465
4604,noc_2,95
4604,noc_3,390
4604,noc_4,390
4604,noc_5,45
4604,noc_6,760
4604,noc_7,820
4604,noc_8,430
4604,noc_9,95
4604,commute_less_15_min,1630
4604,commute_15_29_min,915
4604,commute_30_44_min,430
4604,commute_45_59_min,135
4604,commute_more_60_min,165
4605,total_pop_15+,10175
4605,labour_force,6835
4605,emp,6490
4605,unemp,340
4605,not_labour_force,3340
4605,part_rate,0.672
4605,emp_rate,0.638
4605,unemp_rate,0.05
4605,noc_not_applicable,40
4605,noc_managers,1425
4605,noc_1,780
4605,noc_2,180
4605,noc_3,535
4605,noc_4,685
4605,noc_5,80
4605,noc_6,1175
4605,noc_7,1030
4605,noc_8,785
4605,noc_9,115
4605,commute_less_15_min,2750
4605,commute_15_29_min,1150
4605,commute_30_44_min,480
4605,commute_45_59_min,250
4605,commute_more_60_min,245
4606,total_pop_15+,7880
4606,labour_force,5360
4606,emp,4975
4606,unemp,395
4606,not_labour_force,2520
4606,part_rate,0.68
4606,emp_rate,0.631
4606,unemp_rate,0.074
4606,noc_not_applicable,75
4606,noc_managers,975
4606,noc_1,585
4606,noc_2,150
4606,noc_3,345
4606,noc_4,475
4606,noc_5,50
4606,noc_6,1000
4606,noc_7,975
4606,noc_8,575
4606,noc_9,155
4606,commute_less_15_min,2275
4606,commute_15_29_min,870
4606,commute_30_44_min,475
4606,commute_45_59_min,180
4606,commute_more_60_min,190
4607,total_pop_15+,52875
4607,labour_force,37360
4607,emp,34845
4607,unemp,2515
4607,not_labour_force,15515
4607,part_rate,0.707
4607,emp_rate,0.659
4607,unemp_rate,0.067
4607,noc_not_applicable,600
4607,noc_managers,3735
4607,noc_1,4835
4607,noc_2,1350
4607,noc_3,3315
4607,noc_4,5055
4607,noc_5,480
4607,noc_6,8615
4607,noc_7,5550
4607,noc_8,1190
4607,noc_9,2625
4607,commute_less_15_min,18640
4607,commute_15_29_min,9085
4607,commute_30_44_min,3150
4607,commute_45_59_min,835
4607,commute_more_60_min,870
4608,total_pop_15+,9530
4608,labour_force,5580
4608,emp,5270
4608,unemp,305
4608,not_labour_force,3950
4608,part_rate,0.586
4608,emp_rate,0.553
4608,unemp_rate,0.055
4608,noc_not_applicable,115
4608,noc_managers,1135
4608,noc_1,575
4608,noc_2,130
4608,noc_3,415
4608,noc_4,640
4608,noc_5,40
4608,noc_6,805
4608,noc_7,995
4608,noc_8,560
4608,noc_9,155
4608,commute_less_15_min,1705
4608,commute_15_29_min,1120
4608,commute_30_44_min,675
4608,commute_45_59_min,250
4608,commute_more_60_min,250
4609,total_pop_15+,17615
4609,labour_force,11220
4609,emp,10445
4609,unemp,770
4609,not_labour_force,6395
4609,part_rate,0.637
4609,emp_rate,0.593
4609,unemp_rate,0.069
4609,noc_not_applicable,200
4609,noc_managers,1435
4609,noc_1,1325
4609,noc_2,380
4609,noc_3,1085
4609,noc_4,1500
4609,noc_5,150
4609,noc_6,2205
4609,noc_7,1990
4609,noc_8,475
4609,noc_9,480
4609,commute_less_15_min,5440
4609,commute_15_29_min,2470
4609,commute_30_44_min,640
4609,commute_45_59_min,315
4609,commute_more_60_min,630
4610,total_pop_15+,8315
4610,labour_force,6120
4610,emp,5855
4610,unemp,270
4610,not_labour_force,2195
4610,part_rate,0.736
4610,emp_rate,0.704
4610,unemp_rate,0.044
4610,noc_not_applicable,30
4610,noc_managers,1070
4610,noc_1,880
4610,noc_2,360
4610,noc_3,430
4610,noc_4,850
4610,noc_5,100
4610,noc_6,990
4610,noc_7,995
4610,noc_8,245
4610,noc_9,170
4610,commute_less_15_min,875
4610,commute_15_29_min,1595
4610,commute_30_44_min,1630
4610,commute_45_59_min,735
4610,commute_more_60_min,260
4611,total_pop_15+,574035
4611,labour_force,385095
4611,emp,360060
4611,unemp,25040
4611,not_labour_force,188940
4611,part_rate,0.671
4611,emp_rate,0.627
4611,unemp_rate,0.065
4611,noc_not_applicable,7685
4611,noc_managers,35300
4611,noc_1,61710
4611,noc_2,24495
4611,noc_3,32265
4611,noc_4,51015
4611,noc_5,10570
4611,noc_6,91005
4611,noc_7,50180
4611,noc_8,3640
4611,noc_9,17235
4611,commute_less_15_min,77860
4611,commute_15_29_min,149890
4611,commute_30_44_min,81270
4611,commute_45_59_min,21050
4611,commute_more_60_min,13735
4612,total_pop_15+,18995
4612,labour_force,13215
4612,emp,12570
4612,unemp,650
4612,not_labour_force,5780
4612,part_rate,0.696
4612,emp_rate,0.662
4612,unemp_rate,0.049
4612,noc_not_applicable,110
4612,noc_managers,1860
4612,noc_1,1955
4612,noc_2,615
4612,noc_3,1020
4612,noc_4,1610
4612,noc_5,205
4612,noc_6,2060
4612,noc_7,3035
4612,noc_8,315
4612,noc_9,430
4612,commute_less_15_min,1940
4612,commute_15_29_min,2635
4612,commute_30_44_min,3375
4612,commute_45_59_min,2260
4612,commute_more_60_min,1105
4613,total_pop_15+,40130
4613,labour_force,26560
4613,emp,25105
4613,unemp,1455
4613,not_labour_force,13570
4613,part_rate,0.662
4613,emp_rate,0.626
4613,unemp_rate,0.055
4613,noc_not_applicable,275
4613,noc_managers,3365
4613,noc_1,4225
4613,noc_2,1295
4613,noc_3,2165
4613,noc_4,3260
4613,noc_5,455
4613,noc_6,5230
4613,noc_7,4990
4613,noc_8,565
4613,noc_9,735
4613,commute_less_15_min,5510
4613,commute_15_29_min,7690
4613,commute_30_44_min,6175
4613,commute_45_59_min,2635
4613,commute_more_60_min,1295
4614,total_pop_15+,13945
4614,labour_force,10000
4614,emp,9585
4614,unemp,415
4614,not_labour_force,3950
4614,part_rate,0.717
4614,emp_rate,0.687
4614,unemp_rate,0.042
4614,noc_not_applicable,35
4614,noc_managers,1260
4614,noc_1,1600
4614,noc_2,520
4614,noc_3,680
4614,noc_4,1325
4614,noc_5,140
4614,noc_6,1460
4614,noc_7,2350
4614,noc_8,370
4614,noc_9,255
4614,commute_less_15_min,2040
4614,commute_15_29_min,2110
4614,commute_30_44_min,2520
4614,commute_45_59_min,1320
4614,commute_more_60_min,665
4615,total_pop_15+,16470
4615,labour_force,10805
4615,emp,10220
4615,unemp,590
4615,not_labour_force,5665
4615,part_rate,0.656
4615,emp_rate,0.621
4615,unemp_rate,0.055
4615,noc_not_applicable,125
4615,noc_managers,1715
4615,noc_1,1040
4615,noc_2,310
4615,noc_3,830
4615,noc_4,1140
4615,noc_5,185
4615,noc_6,1825
4615,noc_7,1890
4615,noc_8,855
4615,noc_9,900
4615,commute_less_15_min,4335
4615,commute_15_29_min,2080
4615,commute_30_44_min,1170
4615,commute_45_59_min,485
4615,commute_more_60_min,465
4616,total_pop_15+,7735
4616,labour_force,4680
4616,emp,4395
4616,unemp,285
4616,not_labour_force,3055
4616,part_rate,0.605
4616,emp_rate,0.568
4616,unemp_rate,0.061
4616,noc_not_applicable,70
4616,noc_managers,915
4616,noc_1,515
4616,noc_2,100
4616,noc_3,325
4616,noc_4,480
4616,noc_5,40
4616,noc_6,890
4616,noc_7,840
4616,noc_8,430
4616,noc_9,85
4616,commute_less_15_min,1680
4616,commute_15_29_min,935
4616,commute_30_44_min,415
4616,commute_45_59_min,150
4616,commute_more_60_min,265
4617,total_pop_15+,17255
4617,labour_force,10130
4617,emp,9420
4617,unemp,705
4617,not_labour_force,7125
4617,part_rate,0.587
4617,emp_rate,0.546
4617,unemp_rate,0.07
4617,noc_not_applicable,150
4617,noc_managers,1730
4617,noc_1,1135
4617,noc_2,240
4617,noc_3,965
4617,noc_4,1425
4617,noc_5,115
4617,noc_6,2170
4617,noc_7,1405
4617,noc_8,680
4617,noc_9,115
4617,commute_less_15_min,4800
4617,commute_15_29_min,1655
4617,commute_30_44_min,770
4617,commute_45_59_min,325
4617,commute_more_60_min,285
4618,total_pop_15+,19295
4618,labour_force,10895
4618,emp,9990
4618,unemp,900
4618,not_labour_force,8400
4618,part_rate,0.565
4618,emp_rate,0.518
4618,unemp_rate,0.083
4618,noc_not_applicable,115
4618,noc_managers,1810
4618,noc_1,1050
4618,noc_2,290
4618,noc_3,675
4618,noc_4,1225
4618,noc_5,130
4618,noc_6,2120
4618,noc_7,2285
4618,noc_8,850
4618,noc_9,335
4618,commute_less_15_min,3550
4618,commute_15_29_min,2015
4618,commute_30_44_min,1000
4618,commute_45_59_min,455
4618,commute_more_60_min,1135
4619,total_pop_15+,11160
4619,labour_force,4875
4619,emp,3460
4619,unemp,1415
4619,not_labour_force,6280
4619,part_rate,0.437
4619,emp_rate,0.31
4619,unemp_rate,0.29
4619,noc_not_applicable,525
4619,noc_managers,320
4619,noc_1,470
4619,noc_2,65
4619,noc_3,235
4619,noc_4,1015
4619,noc_5,35
4619,noc_6,890
4619,noc_7,835
4619,noc_8,395
4619,noc_9,95
4619,commute_less_15_min,2185
4619,commute_15_29_min,640
4619,commute_30_44_min,265
4619,commute_45_59_min,65
4619,commute_more_60_min,140
4620,total_pop_15+,7765
4620,labour_force,4900
4620,emp,4645
4620,unemp,255
4620,not_labour_force,2865
4620,part_rate,0.631
4620,emp_rate,0.598
4620,unemp_rate,0.052
4620,noc_not_applicable,50
4620,noc_managers,845
4620,noc_1,520
4620,noc_2,135
4620,noc_3,400
4620,noc_4,580
4620,noc_5,80
4620,noc_6,930
4620,noc_7,880
4620,noc_8,315
4620,noc_9,160
4620,commute_less_15_min,2115
4620,commute_15_29_min,1000
4620,commute_30_44_min,370
4620,commute_45_59_min,90
4620,commute_more_60_min,165
4621,total_pop_15+,16220
4621,labour_force,9885
4621,emp,8910
4621,unemp,970
4621,not_labour_force,6330
4621,part_rate,0.609
4621,emp_rate,0.549
4621,unemp_rate,0.098
4621,noc_not_applicable,290
4621,noc_managers,805
4621,noc_1,1120
4621,noc_2,355
4621,noc_3,750
4621,noc_4,1630
4621,noc_5,105
4621,noc_6,2215
4621,noc_7,1680
4621,noc_8,615
4621,noc_9,310
4621,commute_less_15_min,6080
4621,commute_15_29_min,1770
4621,commute_30_44_min,415
4621,commute_45_59_min,110
4621,commute_more_60_min,255
4622,total_pop_15+,28025
4622,labour_force,15570
4622,emp,13080
4622,unemp,2495
4622,not_labour_force,12455
4622,part_rate,0.556
4622,emp_rate,0.467
4622,unemp_rate,0.16
4622,noc_not_applicable,1055
4622,noc_managers,995
4622,noc_1,1625
4622,noc_2,500
4622,noc_3,815
4622,noc_4,3140
4622,noc_5,165
4622,noc_6,3410
4622,noc_7,2595
4622,noc_8,970
4622,noc_9,305
4622,commute_less_15_min,9815
4622,commute_15_29_min,2140
4622,commute_30_44_min,490
4622,commute_45_59_min,140
4622,commute_more_60_min,320
4623,total_pop_15+,5995
4623,labour_force,3175
4623,emp,2575
4623,unemp,600
4623,not_labour_force,2820
4623,part_rate,0.53
4623,emp_rate,0.43
4623,unemp_rate,0.189
4623,noc_not_applicable,230
4623,noc_managers,225
4623,noc_1,355
4623,noc_2,90
4623,noc_3,115
4623,noc_4,620
4623,noc_5,20
4623,noc_6,675
4623,noc_7,660
4623,noc_8,100
4623,noc_9,95
4623,commute_less_15_min,2010
4623,commute_15_29_min,330
4623,commute_30_44_min,120
4623,commute_45_59_min,45
4623,commute_more_60_min,45
4701,total_pop_15+,24990
4701,labour_force,18250
4701,emp,16860
4701,unemp,1390
4701,not_labour_force,6740
4701,part_rate,0.73
4701,emp_rate,0.675
4701,unemp_rate,0.076
4701,noc_not_applicable,155
4701,noc_managers,2840
4701,noc_1,2285
4701,noc_2,530
4701,noc_3,885
4701,noc_4,1205
4701,noc_5,205
4701,noc_6,3600
4701,noc_7,3755
4701,noc_8,2060
4701,noc_9,720
4701,commute_less_15_min,8425
4701,commute_15_29_min,3195
4701,commute_30_44_min,1345
4701,commute_45_59_min,520
4701,commute_more_60_min,695
4702,total_pop_15+,17830
4702,labour_force,12635
4702,emp,11935
4702,unemp,705
4702,not_labour_force,5200
4702,part_rate,0.709
4702,emp_rate,0.669
4702,unemp_rate,0.056
4702,noc_not_applicable,75
4702,noc_managers,2535
4702,noc_1,1655
4702,noc_2,365
4702,noc_3,830
4702,noc_4,985
4702,noc_5,195
4702,noc_6,2040
4702,noc_7,2125
4702,noc_8,1345
4702,noc_9,480
4702,commute_less_15_min,5430
4702,commute_15_29_min,1690
4702,commute_30_44_min,1105
4702,commute_45_59_min,470
4702,commute_more_60_min,745
4703,total_pop_15+,9935
4703,labour_force,6895
4703,emp,6665
4703,unemp,225
4703,not_labour_force,3040
4703,part_rate,0.694
4703,emp_rate,0.671
4703,unemp_rate,0.033
4703,noc_not_applicable,35
4703,noc_managers,2040
4703,noc_1,630
4703,noc_2,145
4703,noc_3,370
4703,noc_4,450
4703,noc_5,95
4703,noc_6,1065
4703,noc_7,1035
4703,noc_8,840
4703,noc_9,190
4703,commute_less_15_min,2400
4703,commute_15_29_min,930
4703,commute_30_44_min,495
4703,commute_45_59_min,205
4703,commute_more_60_min,235
4704,total_pop_15+,7765
4704,labour_force,5610
4704,emp,5375
4704,unemp,230
4704,not_labour_force,2155
4704,part_rate,0.722
4704,emp_rate,0.692
4704,unemp_rate,0.041
4704,noc_not_applicable,40
4704,noc_managers,1700
4704,noc_1,550
4704,noc_2,145
4704,noc_3,335
4704,noc_4,380
4704,noc_5,80
4704,noc_6,795
4704,noc_7,725
4704,noc_8,680
4704,noc_9,180
4704,commute_less_15_min,2260
4704,commute_15_29_min,745
4704,commute_30_44_min,355
4704,commute_45_59_min,160
4704,commute_more_60_min,150
4705,total_pop_15+,25300
4705,labour_force,16545
4705,emp,15580
4705,unemp,960
4705,not_labour_force,8755
4705,part_rate,0.654
4705,emp_rate,0.616
4705,unemp_rate,0.058
4705,noc_not_applicable,155
4705,noc_managers,2940
4705,noc_1,2050
4705,noc_2,535
4705,noc_3,1315
4705,noc_4,1240
4705,noc_5,195
4705,noc_6,2810
4705,noc_7,3280
4705,noc_8,1605
4705,noc_9,405
4705,commute_less_15_min,6195
4705,commute_15_29_min,3425
4705,commute_30_44_min,1950
4705,commute_45_59_min,715
4705,commute_more_60_min,680
4706,total_pop_15+,209470
4706,labour_force,147470
4706,emp,138935
4706,unemp,8535
4706,not_labour_force,61995
4706,part_rate,0.704
4706,emp_rate,0.663
4706,unemp_rate,0.058
4706,noc_not_applicable,2180
4706,noc_managers,17455
4706,noc_1,25500
4706,noc_2,9970
4706,noc_3,10290
4706,noc_4,16630
4706,noc_5,3380
4706,noc_6,32875
4706,noc_7,23015
4706,noc_8,2680
4706,noc_9,3480
4706,commute_less_15_min,45605
4706,commute_15_29_min,61610
4706,commute_30_44_min,14025
4706,commute_45_59_min,4650
4706,commute_more_60_min,4025
4707,total_pop_15+,37050
4707,labour_force,24790
4707,emp,23375
4707,unemp,1415
4707,not_labour_force,12260
4707,part_rate,0.669
4707,emp_rate,0.631
4707,unemp_rate,0.057
4707,noc_not_applicable,245
4707,noc_managers,4140
4707,noc_1,2845
4707,noc_2,915
4707,noc_3,1810
4707,noc_4,2430
4707,noc_5,450
4707,noc_6,5375
4707,noc_7,4510
4707,noc_8,1415
4707,noc_9,650
4707,commute_less_15_min,11505
4707,commute_15_29_min,5120
4707,commute_30_44_min,1455
4707,commute_45_59_min,1050
4707,commute_more_60_min,1050
4708,total_pop_15+,23885
4708,labour_force,16845
4708,emp,16135
4708,unemp,710
4708,not_labour_force,7040
4708,part_rate,0.705
4708,emp_rate,0.676
4708,unemp_rate,0.042
4708,noc_not_applicable,115
4708,noc_managers,3225
4708,noc_1,2070
4708,noc_2,470
4708,noc_3,1200
4708,noc_4,1310
4708,noc_5,210
4708,noc_6,3585
4708,noc_7,2785
4708,noc_8,1370
4708,noc_9,500
4708,commute_less_15_min,8905
4708,commute_15_29_min,2335
4708,commute_30_44_min,1140
4708,commute_45_59_min,475
4708,commute_more_60_min,475
4709,total_pop_15+,28495
4709,labour_force,18235
4709,emp,17030
4709,unemp,1205
4709,not_labour_force,10255
4709,part_rate,0.64
4709,emp_rate,0.598
4709,unemp_rate,0.066
4709,noc_not_applicable,280
4709,noc_managers,3420
4709,noc_1,2000
4709,noc_2,425
4709,noc_3,1500
4709,noc_4,1720
4709,noc_5,265
4709,noc_6,3835
4709,noc_7,3050
4709,noc_8,1170
4709,noc_9,570
4709,commute_less_15_min,8780
4709,commute_15_29_min,2800
4709,commute_30_44_min,1360
4709,commute_45_59_min,475
4709,commute_more_60_min,855
4710,total_pop_15+,12975
4710,labour_force,8010
4710,emp,7455
4710,unemp,555
4710,not_labour_force,4965
4710,part_rate,0.617
4710,emp_rate,0.575
4710,unemp_rate,0.069
4710,noc_not_applicable,125
4710,noc_managers,1880
4710,noc_1,760
4710,noc_2,160
4710,noc_3,545
4710,noc_4,735
4710,noc_5,60
4710,noc_6,1210
4710,noc_7,1430
4710,noc_8,755
4710,noc_9,345
4710,commute_less_15_min,3045
4710,commute_15_29_min,1180
4710,commute_30_44_min,690
4710,commute_45_59_min,235
4710,commute_more_60_min,415
4711,total_pop_15+,240010
4711,labour_force,170640
4711,emp,159380
4711,unemp,11260
4711,not_labour_force,69375
4711,part_rate,0.711
4711,emp_rate,0.664
4711,unemp_rate,0.066
4711,noc_not_applicable,2445
4711,noc_managers,18455
4711,noc_1,24300
4711,noc_2,10960
4711,noc_3,13680
4711,noc_4,20730
4711,noc_5,3785
4711,noc_6,38685
4711,noc_7,28405
4711,noc_8,4515
4711,noc_9,4680
4711,commute_less_15_min,50430
4711,commute_15_29_min,71970
4711,commute_30_44_min,16895
4711,commute_45_59_min,4155
4711,commute_more_60_min,4985
4712,total_pop_15+,18245
4712,labour_force,12400
4712,emp,11635
4712,unemp,770
4712,not_labour_force,5845
4712,part_rate,0.68
4712,emp_rate,0.638
4712,unemp_rate,0.062
4712,noc_not_applicable,150
4712,noc_managers,2425
4712,noc_1,1645
4712,noc_2,360
4712,noc_3,835
4712,noc_4,1135
4712,noc_5,145
4712,noc_6,2160
4712,noc_7,2345
4712,noc_8,900
4712,noc_9,295
4712,commute_less_15_min,4275
4712,commute_15_29_min,2235
4712,commute_30_44_min,1650
4712,commute_45_59_min,640
4712,commute_more_60_min,680
4713,total_pop_15+,17650
4713,labour_force,12465
4713,emp,11635
4713,unemp,835
4713,not_labour_force,5190
4713,part_rate,0.706
4713,emp_rate,0.659
4713,unemp_rate,0.067
4713,noc_not_applicable,110
4713,noc_managers,2635
4713,noc_1,1355
4713,noc_2,320
4713,noc_3,620
4713,noc_4,880
4713,noc_5,180
4713,noc_6,2105
4713,noc_7,2440
4713,noc_8,1455
4713,noc_9,375
4713,commute_less_15_min,5295
4713,commute_15_29_min,1800
4713,commute_30_44_min,1065
4713,commute_45_59_min,420
4713,commute_more_60_min,435
4714,total_pop_15+,28785
4714,labour_force,17970
4714,emp,16620
4714,unemp,1350
4714,not_labour_force,10810
4714,part_rate,0.624
4714,emp_rate,0.577
4714,unemp_rate,0.075
4714,noc_not_applicable,285
4714,noc_managers,3240
4714,noc_1,1970
4714,noc_2,450
4714,noc_3,1250
4714,noc_4,1605
4714,noc_5,280
4714,noc_6,3595
4714,noc_7,3205
4714,noc_8,1530
4714,noc_9,570
4714,commute_less_15_min,7960
4714,commute_15_29_min,2780
4714,commute_30_44_min,1545
4714,commute_45_59_min,470
4714,commute_more_60_min,625
4715,total_pop_15+,65125
4715,labour_force,42405
4715,emp,38720
4715,unemp,3680
4715,not_labour_force,22720
4715,part_rate,0.651
4715,emp_rate,0.595
4715,unemp_rate,0.087
4715,noc_not_applicable,975
4715,noc_managers,5465
4715,noc_1,5245
4715,noc_2,1260
4715,noc_3,3140
4715,noc_4,6030
4715,noc_5,640
4715,noc_6,9280
4715,noc_7,7365
4715,noc_8,2005
4715,noc_9,1005
4715,commute_less_15_min,17995
4715,commute_15_29_min,8300
4715,commute_30_44_min,4330
4715,commute_45_59_min,1550
4715,commute_more_60_min,2380
4716,total_pop_15+,28850
4716,labour_force,17950
4716,emp,16115
4716,unemp,1835
4716,not_labour_force,10900
4716,part_rate,0.622
4716,emp_rate,0.559
4716,unemp_rate,0.102
4716,noc_not_applicable,560
4716,noc_managers,2665
4716,noc_1,1870
4716,noc_2,405
4716,noc_3,1405
4716,noc_4,2265
4716,noc_5,200
4716,noc_6,3775
4716,noc_7,3350
4716,noc_8,1075
4716,noc_9,375
4716,commute_less_15_min,7945
4716,commute_15_29_min,2675
4716,commute_30_44_min,1375
4716,commute_45_59_min,655
4716,commute_more_60_min,965
4717,total_pop_15+,35645
4717,labour_force,24075
4717,emp,21225
4717,unemp,2855
4717,not_labour_force,11570
4717,part_rate,0.675
4717,emp_rate,0.595
4717,unemp_rate,0.119
4717,noc_not_applicable,725
4717,noc_managers,3150
4717,noc_1,2850
4717,noc_2,635
4717,noc_3,1140
4717,noc_4,2350
4717,noc_5,260
4717,noc_6,4945
4717,noc_7,5060
4717,noc_8,1935
4717,noc_9,1020
4717,commute_less_15_min,9290
4717,commute_15_29_min,5230
4717,commute_30_44_min,2200
4717,commute_45_59_min,660
4717,commute_more_60_min,1105
4718,total_pop_15+,25295
4718,labour_force,12355
4718,emp,9420
4718,unemp,2935
4718,not_labour_force,12940
4718,part_rate,0.488
4718,emp_rate,0.372
4718,unemp_rate,0.238
4718,noc_not_applicable,1565
4718,noc_managers,845
4718,noc_1,1050
4718,noc_2,270
4718,noc_3,530
4718,noc_4,2600
4718,noc_5,135
4718,noc_6,2345
4718,noc_7,1865
4718,noc_8,805
4718,noc_9,330
4718,commute_less_15_min,6780
4718,commute_15_29_min,1140
4718,commute_30_44_min,375
4718,commute_45_59_min,135
4718,commute_more_60_min,725
4801,total_pop_15+,64455
4801,labour_force,42575
4801,emp,38495
4801,unemp,4080
4801,not_labour_force,21880
4801,part_rate,0.661
4801,emp_rate,0.597
4801,unemp_rate,0.096
4801,noc_not_applicable,540
4801,noc_managers,4400
4801,noc_1,5385
4801,noc_2,1815
4801,noc_3,3390
4801,noc_4,4060
4801,noc_5,695
4801,noc_6,9930
4801,noc_7,7975
4801,noc_8,2720
4801,noc_9,1660
4801,commute_less_15_min,17955
4801,commute_15_29_min,11965
4801,commute_30_44_min,2600
4801,commute_45_59_min,1055
4801,commute_more_60_min,1785
4802,total_pop_15+,128390
4802,labour_force,88460
4802,emp,82675
4802,unemp,5785
4802,not_labour_force,39930
4802,part_rate,0.689
4802,emp_rate,0.644
4802,unemp_rate,0.065
4802,noc_not_applicable,1115
4802,noc_managers,10160
4802,noc_1,11250
4802,noc_2,3545
4802,noc_3,6500
4802,noc_4,9340
4802,noc_5,1630
4802,noc_6,19080
4802,noc_7,15625
4802,noc_8,4930
4802,noc_9,5280
4802,commute_less_15_min,37435
4802,commute_15_29_min,26550
4802,commute_30_44_min,6520
4802,commute_45_59_min,1965
4802,commute_more_60_min,2595
4803,total_pop_15+,28160
4803,labour_force,17010
4803,emp,15640
4803,unemp,1370
4803,not_labour_force,11150
4803,part_rate,0.604
4803,emp_rate,0.555
4803,unemp_rate,0.081
4803,noc_not_applicable,345
4803,noc_managers,2715
4803,noc_1,1950
4803,noc_2,500
4803,noc_3,1360
4803,noc_4,1810
4803,noc_5,315
4803,noc_6,3115
4803,noc_7,2975
4803,noc_8,1320
4803,noc_9,590
4803,commute_less_15_min,6080
4803,commute_15_29_min,3080
4803,commute_30_44_min,1935
4803,commute_45_59_min,690
4803,commute_more_60_min,1045
4804,total_pop_15+,7150
4804,labour_force,5225
4804,emp,4985
4804,unemp,245
4804,not_labour_force,1925
4804,part_rate,0.731
4804,emp_rate,0.697
4804,unemp_rate,0.047
4804,noc_not_applicable,20
4804,noc_managers,1345
4804,noc_1,545
4804,noc_2,150
4804,noc_3,280
4804,noc_4,325
4804,noc_5,65
4804,noc_6,880
4804,noc_7,880
4804,noc_8,540
4804,noc_9,205
4804,commute_less_15_min,1885
4804,commute_15_29_min,800
4804,commute_30_44_min,425
4804,commute_45_59_min,165
4804,commute_more_60_min,260
4805,total_pop_15+,40570
4805,labour_force,27615
4805,emp,25475
4805,unemp,2135
4805,not_labour_force,12960
4805,part_rate,0.681
4805,emp_rate,0.628
4805,unemp_rate,0.077
4805,noc_not_applicable,315
4805,noc_managers,4370
4805,noc_1,3510
4805,noc_2,960
4805,noc_3,1595
4805,noc_4,2605
4805,noc_5,410
4805,noc_6,5415
4805,noc_7,5310
4805,noc_8,2220
4805,noc_9,905
4805,commute_less_15_min,9390
4805,commute_15_29_min,4335
4805,commute_30_44_min,3075
4805,commute_45_59_min,2395
4805,commute_more_60_min,2225
4806,total_pop_15+,1197285
4806,labour_force,874540
4806,emp,793590
4806,unemp,80950
4806,not_labour_force,322740
4806,part_rate,0.73
4806,emp_rate,0.663
4806,unemp_rate,0.093
4806,noc_not_applicable,17265
